접수일,회사명,종목코드,공시유형,방향,현재가·종가(원),시가(원),전일대비(%),공시금액(원),시가총액(원),시총대비(%),주식비율(%),희석비율(%),매출대비계약(%),공시상태,요약,원문URL
2026-09-08,두올,016740,자사주 취득,긍정,3980,4060,8.15,,105500000000,,,,,신규,자기주식 취득은 주주환원 신호지만 실제 소각 여부와 취득 규모를 함께 봐야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000269
2026-09-08,남양유업,003920,감사의견·재무위험,부정,42550,43850,-0.93,,243700000000,,,,,정정,감사의견·자본잠식·횡령배임 공시는 재무정보 신뢰성과 상장유지 가능성에 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800186
2026-09-08,브이엠,089970,현금배당,판단 유보,49600,51300,-2.94,,1345300000000,,,,,신규,"배당 기준일을 정한 공시로, 배당 실시 여부와 금액은 아직 확정되지 않았을 수 있습니다. 추후 배당 결정 공시를 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900248
2026-09-08,삐아,451250,자사주 처분,부정,7390,7320,0.96,,74900000000,,,,,신규,자기주식 처분은 매각 목적과 물량에 따라 주식 공급 부담이 될 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000165
2026-09-08,금호건설,002990,대규모 공급계약,긍정,15640,15790,-0.06,184521559993,583100000000,31.645,,,9.01,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800211
2026-09-08,투비소프트,079970,중요 소송,판단 유보,596,,0.0,,500000000,,,,,신규,중요 소송은 예상손실과 영업 지속성에 영향을 줄 수 있어 청구금액과 진행단계를 확인해야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900192
2026-09-08,대명에너지,389260,대규모 공급계약,긍정,13320,13080,2.3,44741000000,233300000000,19.177,,,34.16,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900280
2026-09-08,HLB제약,047920,유상증자,부정,6870,7030,-2.28,,230600000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000180
2026-09-08,삐아,451250,자사주 처분,부정,7390,7320,0.96,,74900000000,,,,,신규,자기주식 처분은 매각 목적과 물량에 따라 주식 공급 부담이 될 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000178
2026-09-08,HLB제약,047920,유상증자,부정,6870,7030,-2.28,,230600000000,,,,,신규,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000201
2026-09-08,RF머트리얼즈,327260,자사주 소각,긍정,42300,36900,22.61,11271334,645800000000,0.002,,,,신규,자기주식 소각은 발행주식 수 감소를 통해 주당가치에 긍정적으로 작용할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900177
2026-09-08,성호전자,043260,전환사채(CB),부정,18440,16570,12.99,,1249500000000,,,,,정정,전환사채는 자금조달 수단이지만 전환 시 주식 수 증가와 오버행 위험이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000103
2026-09-08,삼보산업,009620,최대주주 변경,판단 유보,870,,0.0,,15200000000,,,,,정정,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900149
2026-09-08,세미파이브,490470,대규모 공급계약,긍정,15860,15770,-0.44,120952056617,598800000000,20.199,,,3.0,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900184
2026-09-08,서한,011370,대규모 공급계약,긍정,3880,3930,-1.27,218413980000,79000000000,276.473,,,33.86,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900150
2026-09-08,HMM,011200,대규모 공급계약,긍정,20850,21250,-1.42,4697159508000,20138100000000,23.325,,,43.13,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800128
2026-09-08,코오롱,002020,대규모 공급계약,긍정,25950,25750,1.96,104582771000,336900000000,31.043,,,3.9,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800102
2026-09-08,더코디,224060,유상증자,부정,7610,7610,29.86,,30200000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000332
2026-09-08,EG,037370,대규모 공급계약,긍정,3675,3660,1.52,6165000000,32200000000,19.146,,,9.82,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900095
2026-09-08,진흥기업,002780,대규모 공급계약,긍정,7260,7050,3.13,90447113000,105200000000,85.976,,,15.69,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800066
2026-09-08,더코디,224060,전환사채(CB),부정,7610,7610,29.86,,30200000000,,,,,신규,전환사채는 자금조달 수단이지만 전환 시 주식 수 증가와 오버행 위험이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000001
2026-09-08,이노에이엑스,296640,현금배당,판단 유보,6160,6320,1.32,,31500000000,,,,,신규,"배당 기준일을 정한 공시로, 배당 실시 여부와 금액은 아직 확정되지 않았을 수 있습니다. 추후 배당 결정 공시를 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900105
2026-09-08,코오롱글로벌,003070,대규모 공급계약,긍정,9180,9270,-0.97,104582771000,237200000000,44.091,,,3.9,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800083
2026-09-08,원풍물산,008290,거래정지·상장폐지 위험,부정,248,,0.0,,500000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900687
2026-09-08,SHD,001770,거래정지·상장폐지 위험,부정,12970,12600,-0.77,,15900000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800612
2026-09-08,오에스피,368970,거래정지·상장폐지 위험,부정,2580,2600,1.18,,28700000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900638
2026-09-08,코스나인,082660,거래정지·상장폐지 위험,부정,480,,0.0,,47800000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900609
2026-09-08,코스나인,082660,거래정지·상장폐지 위험,부정,480,,0.0,,47800000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900606
2026-09-08,에이비온,203400,거래정지·상장폐지 위험,부정,676,,0.0,,60900000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900662
2026-09-08,삼부토건,001470,부도·회생·영업정지,부정,5820,,0.0,,227800000000,,,,,정정,부도·회생·영업정지는 기업의 계속기업 가능성에 직접적인 위험신호입니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000427
2026-09-08,윌비스,008600,부도·회생·영업정지,부정,2620,,0.0,,17600000000,,,,,정정,부도·회생·영업정지는 기업의 계속기업 가능성에 직접적인 위험신호입니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000423
2026-09-08,엑시온그룹,069920,거래정지·상장폐지 위험,부정,1133,1260,-8.56,,17900000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900685
2026-09-08,코다코,046070,거래정지·상장폐지 위험,부정,82300,,0.0,,1160400000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900677
2026-09-08,코다코,046070,거래정지·상장폐지 위험,부정,82300,,0.0,,1160400000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900674
2026-09-08,자이에스앤디,317400,대규모 공급계약,긍정,10010,10700,-7.31,119496518000,418900000000,28.526,,,8.61,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800385
2026-09-08,이리츠코크렙,088260,감사의견·재무위험,부정,3185,3145,0.63,,200500000000,,,,,신규,감사의견·자본잠식·횡령배임 공시는 재무정보 신뢰성과 상장유지 가능성에 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800379
2026-09-08,HD한국조선해양,009540,대규모 공급계약,긍정,356000,346500,2.74,,24522900000000,,,,8.5,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800414
2026-09-08,와이즈버즈,273060,주식분할·병합,중립,4145,5100,-4.05,,42500000000,,,,,신규,주식분할·병합은 이론적 기업가치를 바꾸지 않지만 거래단위와 유동성에 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900405
2026-09-08,삼부토건,001470,유상증자,부정,5820,,0.0,,227800000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000307
2026-09-08,볼빅,206950,유상증자,부정,1598,1827,0.19,,,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000348
2026-09-08,HD현대,267250,대규모 공급계약,긍정,255000,246000,3.45,,19471800000000,,,,8.5,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908800453
2026-09-08,웰크론한텍,076080,대규모 공급계약,긍정,1130,1160,-0.88,40922000000,25800000000,158.612,,,15.63,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900461
2026-09-08,AP시스템,265520,자사주 처분,부정,18810,18840,0.7,,281100000000,,,,,신규,자기주식 처분은 매각 목적과 물량에 따라 주식 공급 부담이 될 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000299
2026-09-08,엘디티,096870,중요 소송,판단 유보,2345,2485,-1.88,,20000000000,,,,,신규,중요 소송은 예상손실과 영업 지속성에 영향을 줄 수 있어 청구금액과 진행단계를 확인해야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908900564
2026-09-07,에이에프더블류,312610,거래정지·상장폐지 위험,부정,206,259,-20.46,,900000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900635
2026-09-07,좋은사람들,033340,주식분할·병합,중립,508,580,-16.31,,62900000000,,,,,정정,주식분할·병합은 이론적 기업가치를 바꾸지 않지만 거래단위와 유동성에 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900417
2026-09-07,덴티스,261200,최대주주 변경,판단 유보,2540,2655,0.4,,41100000000,,,,,정정,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900414
2026-09-07,경남제약,053950,유상증자,부정,2185,2210,-1.13,,42600000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000267
2026-09-07,아이씨디,040910,대규모 공급계약,긍정,4365,4355,0.23,12485249653,80600000000,15.49,,,8.46,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900453
2026-09-07,엠투엔,033310,최대주주 변경,판단 유보,1450,1444,0.07,,58000000000,,,,,정정,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900456
2026-09-07,진흥기업,002780,대규모 공급계약,긍정,7260,7050,3.13,53485146000,110100000000,48.579,,,,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907800459
2026-09-07,제이스코홀딩스,023440,최대주주 변경,판단 유보,521,,0.0,,47000000000,,,,,정정,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900538
2026-09-07,모아데이타,288980,최대주주 변경,판단 유보,312,333,-6.31,,12300000000,,,,,정정,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900494
2026-09-07,사토시홀딩스,223310,최대주주 변경,판단 유보,3255,3400,-0.15,,18100000000,,,,,신규,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900516
2026-09-07,서울전자통신,027040,유상증자,부정,1802,1761,2.33,,24900000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000272
2026-09-07,이노벡스,279060,거래정지·상장폐지 위험,부정,7,12,-93.91,,,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907600483
2026-09-07,빌리언스,044480,주식분할·병합,중립,3845,4185,-1.16,,27300000000,,,,,신규,주식분할·병합은 이론적 기업가치를 바꾸지 않지만 거래단위와 유동성에 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900556
2026-09-07,엔젠바이오,354200,유상증자,부정,1371,1418,-1.37,,13400000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000199
2026-09-07,메디콕스,054180,거래정지·상장폐지 위험,부정,2295,,0.0,,12700000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900326
2026-09-07,모비데이즈,363260,주식분할·병합,중립,4180,4205,0.48,,29500000000,,,,,신규,주식분할·병합은 이론적 기업가치를 바꾸지 않지만 거래단위와 유동성에 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900359
2026-09-07,메디콕스,054180,감사의견·재무위험,부정,2295,,0.0,,12700000000,,,,,신규,감사의견·자본잠식·횡령배임 공시는 재무정보 신뢰성과 상장유지 가능성에 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900319
2026-09-07,경남제약,053950,유상증자,부정,2185,2210,-1.13,,42600000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000217
2026-09-07,휴림에이텍,078590,유상증자,부정,2985,3015,-0.17,,31100000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000195
2026-09-07,엔젠바이오,354200,유상증자,부정,1371,1418,-1.37,,13400000000,,,,,신규,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000218
2026-09-07,남광토건,001260,대규모 공급계약,긍정,7810,7810,0.0,45950960000,77100000000,59.599,,,,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907800235
2026-09-07,파이온엑스,900100,유상증자,부정,2040,1998,-1.92,,11100000000,,,,,정정,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000107
2026-09-07,제너셈,217190,대규모 공급계약,긍정,6430,6400,0.47,11883000000,84800000000,14.013,,,20.94,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900214
2026-09-07,우원개발,046940,대규모 공급계약,긍정,2880,2905,-0.17,,52500000000,,,,,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900200
2026-09-07,비나텍,126340,대규모 공급계약,긍정,69500,65000,11.74,13300418504,461000000000,2.885,,,16.17,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900269
2026-09-07,크린앤사이언스,045520,자사주 취득,긍정,2925,2910,8.33,500000000,16700000000,2.994,,,,신규,자기주식 취득은 주주환원 신호지만 실제 소각 여부와 취득 규모를 함께 봐야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000134
2026-09-07,나우로보틱스,459510,대규모 공급계약,긍정,14400,14790,0.14,2365900000,190000000000,1.245,,,18.89,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900270
2026-09-07,DL이앤씨,375500,대규모 공급계약,긍정,81200,79200,3.31,489059755158,2967800000000,16.479,,,5.88,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907800162
2026-09-07,본느,226340,최대주주 변경,판단 유보,5990,5680,5.46,,51100000000,,,,,정정,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900199
2026-09-07,씨에스윈드,112610,대규모 공급계약,긍정,50800,48350,5.07,150982575393,2039000000000,7.405,,,5.2,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907800138
2026-09-07,한양이엔지,045100,대규모 공급계약,긍정,30350,30500,0.83,148059000000,546000000000,27.117,,,13.24,신규,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900137
2026-09-07,나이스디앤비,130580,자사주 취득,긍정,6370,6180,4.08,,90600000000,,,,,신규,자기주식 취득은 주주환원 신호지만 실제 소각 여부와 취득 규모를 함께 봐야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000065
2026-09-07,고려아연,010130,중요 소송,판단 유보,1227000,1142000,1.15,,25527600000000,,,,,신규,중요 소송은 예상손실과 영업 지속성에 영향을 줄 수 있어 청구금액과 진행단계를 확인해야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907800121
2026-09-07,파인디앤씨,049120,유상증자,부정,3055,3030,0.0,,34100000000,,,,,신규,유상증자는 자금조달 목적에 따라 성장재원이 될 수 있지만 기존주주의 지분희석과 할인발행 부담이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000075
2026-09-07,에스피지,058610,현금배당,판단 유보,93300,91600,2.19,,2126800000000,,,,,신규,"배당 기준일을 정한 공시로, 배당 실시 여부와 금액은 아직 확정되지 않았을 수 있습니다. 추후 배당 결정 공시를 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900150
2026-09-07,에스피지,058610,현금배당,긍정,93300,91600,2.19,2217736000,2126800000000,0.104,,,,신규,현금배당은 직접적인 주주환원이지만 배당락일에는 주가 조정 가능성이 있습니다. 배당수익률과 지속가능성을 함께 확인해야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900152
2026-09-07,블루산업개발,006740,전환사채(CB),부정,5150,5110,0.19,,31200000000,,,,,정정,전환사채는 자금조달 수단이지만 전환 시 주식 수 증가와 오버행 위험이 발생할 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260904000543
2026-09-07,동원산업,006040,현금배당,긍정,37450,37600,-0.53,26484491400,1666300000000,1.589,,,,정정,현금배당은 직접적인 주주환원이지만 배당락일에는 주가 조정 가능성이 있습니다. 배당수익률과 지속가능성을 함께 확인해야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907800195
2026-09-07,씨유테크,376290,자사주 처분,부정,2740,2830,-1.79,,51600000000,,,,,신규,자기주식 처분은 매각 목적과 물량에 따라 주식 공급 부담이 될 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000085
2026-09-07,DL,000210,대규모 공급계약,긍정,56000,53900,3.9,489059755158,1127400000000,43.379,,,5.88,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907800167
2026-09-07,SK디스커버리,006120,자사주 처분,부정,57000,56900,0.0,,982100000000,,,,,신규,자기주식 처분은 매각 목적과 물량에 따라 주식 공급 부담이 될 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000315
2026-09-07,베노티앤알,206400,중요 소송,판단 유보,708,725,-2.34,,27300000000,,,,,신규,중요 소송은 예상손실과 영업 지속성에 영향을 줄 수 있어 청구금액과 진행단계를 확인해야 합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000327
2026-09-07,한울반도체,320000,최대주주 변경,판단 유보,10000,10020,0.7,,70200000000,,,,,정정,최대주주 변경은 경영권과 사업전략 변화 가능성을 높이지만 인수주체와 자금출처 검증이 필요합니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900631
2026-09-07,디에이치엑스컴퍼니,031860,거래정지·상장폐지 위험,부정,6930,,0.0,,18700000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900627
2026-09-07,HPSP,403870,자사주 처분,부정,56000,54100,5.07,1844308600,4386600000000,0.042,,,,정정,자기주식 처분은 매각 목적과 물량에 따라 주식 공급 부담이 될 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000328
2026-09-07,시지메드텍,056090,거래정지·상장폐지 위험,부정,1190,1170,1.8,,122200000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900642
2026-09-07,조이웍스앤코,309930,거래정지·상장폐지 위험,부정,920,842,3.49,,17100000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900606
2026-09-07,신라에스지,025870,거래정지·상장폐지 위험,부정,1018,1067,-7.45,,800000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900665
2026-09-07,CG인바이츠,083790,대규모 공급계약,긍정,966,956,0.94,,71100000000,,,,30.4,정정,"대규모 공급계약은 매출 가시성을 높일 수 있지만 계약규모, 기간, 해지조건과 상대방 위험을 확인해야 합니다.",https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900644
2026-09-07,케이엠제약,225430,거래정지·상장폐지 위험,부정,606,669,-6.77,,900000000,,,,,신규,거래정지·상장폐지 관련 공시는 환금성과 투자원금에 중대한 영향을 줄 수 있습니다.,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907900649
